Category,Language,Word,Age_Suitability
Severe,English,stalking,Adults 18+
Severe,Filipino,mapang-api,Adults 18+
Severe,English,intimidating,Adults 18+
Severe,Filipino,mapanira,Adults 18+
Severe,English,demeaning,Adults 18+
Severe,Filipino,mapang-api,Adults 18+
Severe,English,humiliating,Adults 18+
Severe,Filipino,mapanira ng puri,Adults 18+
Severe,English,sadistic,Adults 18+
Severe,Filipino,mapang-api,Adults 18+
Severe,English,extortionate,Adults 18+
Severe,Filipino,mapagsamantala,Adults 18+
Severe,English,coercive,Adults 18+
Severe,Filipino,mapanira ng puri,Adults 18+
Severe,English,tyrannical,Adults 18+
Severe,Filipino,mapang-api,Adults 18+
Severe,English,domineering,Adults 18+
Severe,Filipino,mapagsamantala,Adults 18+
Severe,English,persecuting,Adults 18+
Severe,Filipino,mapang-api,Adults 18+
Severe,English,terrorizing,Adults 18+
Severe,Filipino,mapang-ape,Adults 18+
Severe,English,insulting,Adults 18+
Severe,Filipino,mapagsamantala,Adults 18+
Severe,English,derogatory,Adults 18+
Severe,Filipino,mapang-api,Adults 18+
Severe,English,belittling,Adults 18+
Severe,Filipino,mapanira ng puri,Adults 18+
Severe,English,defamatory,Adults 18+
Severe,Filipino,mapanira,Adults 18+
Severe,English,slanderous,Adults 18+
Severe,Filipino,mapang-api,Adults 18+
Severe,English,libelous,Adults 18+
Severe,Filipino,mapang-abuso,Adults 18+
Severe,English,exploitative,Adults 18+
Severe,Filipino,mapang-api,Adults 18+
Severe,English,oppressive,Adults 18+
Severe,Filipino,nananakit,Adults 18+
Severe,English,contemptuous,Adults 18+
Severe,Filipino,nambubugbog,Adults 18+
Severe,English,antagonistic,Adults 18+
Severe,Filipino,mapanakit,Adults 18+
Severe,English,malevolent,Adults 18+
Severe,Filipino,mapang-alipusta,Adults 18+
Severe,English,unethical,Adults 18+
Severe,Filipino,mapang-insulto,Adults 18+
Severe,English,immoral,Adults 18+
Severe,Filipino,mapang-hamak,Adults 18+
Severe,English,criminal,Adults 18+
Severe,Filipino,mapanira,Adults 18+
Severe,English,predatory,Adults 18+
Severe,Filipino,mapagsamantala,Adults 18+
Severe,English,unforgiving,Adults 18+
Severe,Filipino,manipulahin,Adults 18+
Severe,English,vengeful,Adults 18+
Severe,Filipino,mapang-utak,Adults 18+
Severe,English,scornful,Adults 18+
Severe,Filipino,mapang-hari-harian,Adults 18+
Severe,English,destructive,Adults 18+
Severe,Filipino,mapanira ng puri,Adults 18+
Severe,English,nefarious,Adults 18+
Severe,Filipino,mapanlinlang,Adults 18+
Severe,English,brutal,Adults 18+
Severe,Filipino,nanlalamang,Adults 18+
Severe,English,inhumane,Adults 18+
Severe,Filipino,mapang-insulto,Adults 18+
Severe,English,barbaric,Adults 18+
Severe,Filipino,putangina,Adults 18+
Severe,English,sadistic,Adults 18+
Severe,Filipino,ulol,Adults 18+
Severe,English,tyrannical,Adults 18+
Severe,Filipino,hinayupak,Adults 18+
Severe,English,extortionate,Adults 18+
Severe,Filipino,demonyo,Adults 18+
Severe,English,malignant,Adults 18+
Severe,Filipino,pugutan,Adults 18+
Severe,English,heinous,Adults 18+
Severe,Filipino,pahirapan,Adults 18+
Severe,English,atrocious,Adults 18+
Severe,Filipino,gahasa,Adults 18+
Severe,English,abhorrent,Adults 18+
Severe,Filipino,sirain,Adults 18+
Severe,English,dastardly,Adults 18+
Severe,Filipino,orgy,Adults 18+
Severe,English,loathsome,Adults 18+
Severe,Filipino,penetrasyon,Adults 18+
Severe,English,depraved,Adults 18+
Severe,Filipino,pornograpiko,Adults 18+
Severe,English,repugnant,Adults 18+
Severe,Filipino,tsupa,Adults 18+
Severe,English,gruesome,Adults 18+
Severe,Filipino,pokpok,Adults 18+
Severe,English,bloodthirsty,Adults 18+
Severe,Filipino,malaswa,Adults 18+
Severe,English,merciless,Adults 18+
Severe,Filipino,tarantado,Adults 18+
Severe,English,relentless,Adults 18+
Severe,Filipino,kanto,Adults 18+
Severe,English,remorseless,Adults 18+
Severe,Filipino,pagpugot,Adults 18+
Severe,English,inhumane,Adults 18+
Severe,Filipino,madugo,Adults 18+
Severe,English,bestial,Adults 18+
Severe,Filipino,talamak,Adults 18+
Severe,English,fiendish,Adults 18+
Severe,Filipino,katayan,Adults 18+
Severe,English,diabolical,Adults 18+
Severe,Filipino,napakasama,Adults 18+
Severe,English,malevolent,Adults 18+
Severe,Filipino,hindi makatao,Adults 18+
Severe,English,unspeakable,Adults 18+
Severe,Filipino,karumal-dumal,Adults 18+
Severe,English,abominable,Adults 18+
Severe,Filipino,paghuhusga,Adults 18+
Severe,English,monstrous,Adults 18+
Severe,Filipino,manlulupig,Adults 18+
Severe,English,vile,Adults 18+
Severe,Filipino,manipis,Adults 18+
Severe,English,abhorrent,Adults 18+
Severe,Filipino,paslang,Adults 18+
Severe,English,horrific,Adults 18+
Severe,Filipino,kriminal,Adults 18+
Severe,English,nightmarish,Adults 18+
Severe,Filipino,patayan,Adults 18+
Severe,English,traumatizing,Adults 18+
Severe,Filipino,gahasa,Adults 18+
Severe,English,psychopathic,Adults 18+
Severe,Filipino,manyakis,Adults 18+
Severe,English,sociopathic,Adults 18+
Severe,Filipino,mamatay-tao,Adults 18+
Severe,English,cynical,Adults 18+
Severe,Filipino,siraulo,Adults 18+
Severe,English,twisted,Adults 18+
Severe,Filipino,sadista,Adults 18+
Severe,English,perverse,Adults 18+
Severe,Filipino,katampalasanan,Adults 18+
Severe,English,inhumane,Adults 18+
Severe,Filipino,kagaguhan,Adults 18+
Severe,English,sadistic,Adults 18+
Severe,Filipino,demonyo,Adults 18+
Severe,English,abusive,Adults 18+
Severe,Filipino,sukdulan,Adults 18+
Severe,English,violent,Adults 18+
Severe,Filipino,alipin,Adults 18+
Severe,English,threatening,Adults 18+
Severe,Filipino,malupit,Adults 18+
Severe,English,vicious,Adults 18+
Severe,Filipino,katusuhan,Adults 18+
Severe,English,cruel,Adults 18+
Severe,Filipino,katampalasan,Adults 18+
Severe,English,hateful,Adults 18+
Severe,Filipino,kabuktutan,Adults 18+
Severe,English,malicious,Adults 18+
Severe,Filipino,kalapastangan,Adults 18+
Severe,English,spiteful,Adults 18+
Severe,Filipino,kaguluhan,Adults 18+
Severe,English,vindictive,Adults 18+
Severe,Filipino,madilim,Adults 18+
Severe,English,exploitative,Adults 18+
Severe,Filipino,kasuklam-suklam,Adults 18+
Severe,English,deceptive,Adults 18+
Severe,Filipino,suklam,Adults 18+
Severe,English,manipulative,Adults 18+
Severe,Filipino,poot,Adults 18+
Severe,English,controlling,Adults 18+
Severe,Filipino,kabuktutan,Adults 18+
Severe,English,bullying,Adults 18+
Severe,Filipino,kaaway,Adults 18+
Severe,English,oppressive,Adults 18+
Severe,Filipino,pasakit,Adults 18+
Severe,English,prejudiced,Adults 18+
Severe,Filipino,kaguluhan,Adults 18+
Severe,English,discriminatory,Adults 18+
Severe,Filipino,madugo,Adults 18+
Severe,English,racist,Adults 18+
Severe,Filipino,pangungutya,Adults 18+
Severe,English,sexist,Adults 18+
Severe,Filipino,pagpapahirap,Adults 18+
Severe,English,homophobic,Adults 18+
Severe,Filipino,pagpatay,Adults 18+
Severe,English,misogynistic,Adults 18+
Severe,Filipino,kasamaan,Adults 18+
Severe,English,harassing,Adults 18+
Severe,Filipino,mananakit,Adults 18+
Severe,English,stalking,Adults 18+
Severe,Filipino,manggagahasa,Adults 18+
Severe,English,intimidating,Adults 18+
Severe,Filipino,pangangalunya,Adults 18+
Severe,English,demeaning,Adults 18+
Severe,Filipino,sadista,Adults 18+
Severe,English,humiliating,Adults 18+
Severe,Filipino,mapanghamak,Adults 18+
Severe,English,fuck,Adults 18+
Severe,Filipino,malupit,Adults 18+
Severe,English,cunt,Adults 18+
Severe,Filipino,siraulo,Adults 18+
Severe,English,motherfucker,Adults 18+
Severe,Filipino,kriminal,Adults 18+
Severe,English,bastard,Adults 18+
Severe,Filipino,kataksilan,Adults 18+
Severe,English,decapitate,Adults 18+
Severe,Filipino,panloloko,Adults 18+
Severe,English,torture,Adults 18+
Severe,Filipino,mang-aalipin,Adults 18+
Severe,English,rape,Adults 18+
Severe,Filipino,gulo,Adults 18+
Severe,English,maim,Adults 18+
Severe,Filipino,krisis,Adults 18+
Severe,English,gangbang,Adults 18+
Severe,Filipino,kalaswaan,Adults 18+
Severe,English,penetration,Adults 18+
Severe,Filipino,pagdurusa,Adults 18+
Severe,English,pornographic,Adults 18+
Severe,Filipino,karuwagan,Adults 18+
Severe,English,oral sex,Adults 18+
Severe,Filipino,kalapastangan,Adults 18+
Severe,English,whore,Adults 18+
Severe,Filipino,katampalasanan,Adults 18+
Severe,English,cocksucker,Adults 18+
Severe,Filipino,pang-aabuso,Adults 18+
Severe,English,bitch,Adults 18+
Severe,Filipino,siraulo,Adults 18+
Severe,English,cunt,Adults 18+
Severe,Filipino,pagpatay sa puri,Adults 18+
Severe,English,slaughter,Adults 18+
Severe,Filipino,pagpatay ng inosente,Adults 18+
Severe,English,execution,Adults 18+
Severe,Filipino,kaguluhan,Adults 18+
Severe,English,brutalize,Adults 18+
Severe,Filipino,kadiliman,Adults 18+
Severe,English,assassinate,Adults 18+
Severe,Filipino,pag-aalipusta,Adults 18+
Severe,English,molest,Adults 18+
Severe,Filipino,kasakiman,Adults 18+
Severe,English,pedophile,Adults 18+
Severe,Filipino,kriminalidad,Adults 18+
Severe,English,necrophilia,Adults 18+
Severe,Filipino,kalokohan,Adults 18+
Severe,English,incest,Adults 18+
Severe,Filipino,walang awa,Adults 18+
Severe,English,abomination,Adults 18+
Severe,Filipino,pang-iinsulto,Adults 18+
Severe,English,bestiality,Adults 18+
Severe,Filipino,karumal-dumal na krimen,Adults 18+
Severe,English,sadist,Adults 18+
Severe,Filipino,kaguluhan,Adults 18+
Severe,English,bludgeon,Adults 18+
Severe,Filipino,karuwagan,Adults 18+
Severe,English,mutilate,Adults 18+
Severe,Filipino,pananakit,Adults 18+
Severe,English,sodomize,Adults 18+
Severe,Filipino,sadistang gawain,Adults 18+
Severe,English,degrade,Adults 18+
Severe,Filipino,pagkawasak,Adults 18+
Severe,English,lynch,Adults 18+
Severe,Filipino,trahedya,Adults 18+
Severe,English,massacre,Adults 18+
Severe,Filipino,pag-aalipusta sa inosente,Adults 18+
Severe,English,crucify,Adults 18+
Severe,Filipino,kalupitan,Adults 18+
Severe,English,butcher,Adults 18+
Severe,Filipino,kataksilan,Adults 18+
Severe,English,fist,Adults 18+
Severe,Filipino,pang-aabuso sa kapangyarihan,Adults 18+
Severe,English,impale,Adults 18+
Severe,Filipino,kasamaan,Adults 18+
Severe,English,strangle,Adults 18+
Severe,Filipino,pang-aalipin,Adults 18+
Severe,English,choke,Adults 18+
Severe,Filipino,mapang-abuso,Adults 18+
Severe,English,pummel,Adults 18+
Severe,Filipino,mapang-api,Adults 18+
Severe,English,skin,Adults 18+
Severe,Filipino,nananakit,Adults 18+
Severe,English,molester,Adults 18+
Severe,Filipino,nambubugbog,Adults 18+
Severe,English,exterminate,Adults 18+
Severe,Filipino,mapanakit,Adults 18+
Severe,English,eliminate,Adults 18+
Severe,Filipino,mapang-alipusta,Adults 18+
Severe,English,ruthless,Adults 18+
Severe,Filipino,mapang-insulto,Adults 18+
Severe,English,psychotic,Adults 18+
Severe,Filipino,mapang-hamak,Adults 18+
Severe,English,brutality,Adults 18+
Severe,Filipino,mapanira,Adults 18+
Severe,English,massacre,Adults 18+
Severe,Filipino,mapagsamantala,Adults 18+
Severe,English,enslave,Adults 18+
Severe,Filipino,manipulahin,Adults 18+
Severe,English,pillager,Adults 18+
Severe,Filipino,mapang-utak,Adults 18+
Severe,English,murderer,Adults 18+
Severe,Filipino,mapang-hari-harian,Adults 18+
Severe,English,diabolical,Adults 18+
Severe,Filipino,mapanira ng puri,Adults 18+
Severe,English,rapist,Adults 18+
Severe,Filipino,mapanlinlang,Adults 18+
Severe,English,sadistic,Adults 18+
Severe,Filipino,nanlalamang,Adults 18+
Severe,English,malicious,Adults 18+
Severe,Filipino,mapang-insulto,Adults 18+
Severe,English,violent,Adults 18+
Severe,Filipino,mapanghusga,Adults 18+
Severe,English,barbarian,Adults 18+
Severe,Filipino,mapang-api,Adults 18+
Severe,English,slay,Adults 18+
Severe,Filipino,mapagsamantala,Adults 18+
Severe,English,chained,Adults 18+
Severe,Filipino,mapanghimasok,Adults 18+
Severe,English,cruelty,Adults 18+
Severe,Filipino,mapagsamantala,Adults 18+
Severe,English,scalped,Adults 18+
Severe,Filipino,nambubugbog,Adults 18+
Severe,English,horrific,Adults 18+
Severe,Filipino,mapanira ng puri,Adults 18+
Severe,English,dismember,Adults 18+
Severe,Filipino,mapanira,Adults 18+
Severe,English,torturous,Adults 18+
Severe,Filipino,mapang-api,Adults 18+
Severe,English,sadism,Adults 18+
Severe,Filipino,mapang-bulabog,Adults 18+
Severe,English,rape culture,Adults 18+
Severe,Filipino,nambubulabog,Adults 18+
Severe,English,brutal murder,Adults 18+
Severe,Filipino,mapanghimasok,Adults 18+
Severe,English,sexual predator,Adults 18+
Severe,Filipino,mapanlinlang,Adults 18+
Severe,English,heinous act,Adults 18+
Severe,Filipino,mapanghimasok,Adults 18+
Severe,English,inhumanity,Adults 18+
Severe,Filipino,mapanira,Adults 18+
Severe,English,sacrilegious,Adults 18+
Severe,Filipino,mapang-api,Adults 18+
Severe,English,predatory,Adults 18+
Severe,Filipino,mapagsamantala,Adults 18+
Severe,English,evil incarnate,Adults 18+
Severe,Filipino,mapangutak,Adults 18+
Severe,English,carnage,Adults 18+
Severe,Filipino,mapagsamantala,Adults 18+
Severe,English,pillaged,Adults 18+
Severe,Filipino,mapang-ape,Adults 18+
Severe,English,genocide,Adults 18+
Severe,Filipino,mapanghimasok,Adults 18+
Severe,English,decimate,Adults 18+
Severe,Filipino,mapang-api,Adults 18+
Severe,English,torture device,Adults 18+
Severe,Filipino,mapanira ng puri,Adults 18+
Severe,English,bloodshed,Adults 18+
Severe,Filipino,mapanlinlang,Adults 18+
Severe,English,executioner,Adults 18+
Severe,Filipino,mapagsamantala,Adults 18+
Severe,English,terrorize,Adults 18+
Severe,Filipino,mapang-api,Adults 18+
Severe,English,impaled,Adults 18+
Severe,Filipino,mapang-ape,Adults 18+
Severe,English,castrate,Adults 18+
Severe,Filipino,mapanghusga,Adults 18+
Severe,English,obliterate,Adults 18+
Severe,Filipino,mapang-api,Adults 18+
Severe,English,desecrate,Adults 18+
Severe,Filipino,mapanira,Adults 18+
Severe,English,disgrace,Adults 18+
Severe,Filipino,mapanghusga,Adults 18+
Severe,English,abuse,Adults 18+
Severe,Filipino,mapanlinlang,Adults 18+
Severe,English,devastation,Adults 18+
Severe,Filipino,mapanira,Adults 18+
Severe,English,slaughterhouse,Adults 18+
Severe,Filipino,mapanira ng puri,Adults 18+
Severe,English,bloodbath,Adults 18+
Severe,Filipino,mapang-api,Adults 18+
Severe,English,merciless,Adults 18+
Severe,Filipino,mapang-alipusta,Adults 18+
Severe,English,butchery,Adults 18+
Severe,Filipino,mapang-insulto,Adults 18+
Severe,English,murderous,Adults 18+
Severe,Filipino,mapanira,Adults 18+
Severe,English,rampage,Adults 18+
Severe,Filipino,mapanira ng puri,Adults 18+
Severe,English,eviscerate,Adults 18+
Severe,Filipino,mapanira,Adults 18+
Severe,English,horrendous,Adults 18+
Severe,Filipino,mapang-api,Adults 18+
Severe,English,mutilation,Adults 18+
Severe,Filipino,mapagsamantala,Adults 18+
Severe,English,barbarism,Adults 18+
Severe,Filipino,mapanira,Adults 18+
Severe,English,assassination,Adults 18+
Severe,Filipino,mapang-api,Adults 18+
Severe,English,disgusting,Adults 18+
Severe,Filipino,mapanlinlang,Adults 18+
Severe,English,perverted,Adults 18+
Severe,Filipino,mapagsamantala,Adults 18+
Severe,English,heinous crime,Adults 18+
Severe,Filipino,mapanira,Adults 18+
Severe,English,unspeakable,Adults 18+
Severe,Filipino,mapang-api,Adults 18+
Severe,English,horror,Adults 18+
Severe,Filipino,mapanira,Adults 18+
Severe,English,grotesque,Adults 18+
Severe,Filipino,mapang-api,Adults 18+
Severe,English,mass killings,Adults 18+
Severe,Filipino,mapanira ng puri,Adults 18+
Severe,English,violation,Adults 18+
Severe,Filipino,mapang-api,Adults 18+
Severe,English,blood-curdling,Adults 18+
Severe,Filipino,mapagsamantala,Adults 18+
Severe,English,atrocious,Adults 18+
Severe,Filipino,mapanira ng puri,Adults 18+
Severe,English,maniacal,Adults 18+
Severe,Filipino,mapang-api,Adults 18+
Severe,English,tyrannical,Adults 18+
Severe,Filipino,mapagsamantala,Adults 18+
Severe,English,mercenary,Adults 18+
Severe,Filipino,mapang-api,Adults 18+
Severe,English,inflict,Adults 18+
Severe,Filipino,mapang-ape,Adults 18+
Severe,English,inhuman,Adults 18+
Severe,Filipino,mapagsamantala,Adults 18+
Severe,English,remorseless,Adults 18+
Severe,Filipino,mapang-api,Adults 18+
Severe,English,vile act,Adults 18+
Severe,Filipino,mapanira ng puri,Adults 18+
Severe,English,scourge,Adults 18+
Severe,Filipino,mapanira,Adults 18+
Severe,English,damnation,Adults 18+
Severe,Filipino,mapang-api,Adults 18+
Severe,English,abhorrent,Adults 18+
Severe,Filipino,mapang-abuso,Adults 18+
Severe,English,savage crime,Adults 18+
Severe,Filipino,mapang-api,Adults 18+
Severe,English,unholy,Adults 18+
Severe,Filipino,nananakit,Adults 18+
Severe,English,sinister,Adults 18+
Severe,Filipino,nambubugbog,Adults 18+
Severe,English,sacrilege,Adults 18+
Severe,Filipino,mapanakit,Adults 18+
Severe,English,violator,Adults 18+
Severe,Filipino,mapang-alipusta,Adults 18+
Severe,English,defiler,Adults 18+
Severe,Filipino,mapang-insulto,Adults 18+
Severe,English,mauler,Adults 18+
Severe,Filipino,mapang-hamak,Adults 18+
Severe,English,sinner,Adults 18+
Severe,Filipino,mapanira,Adults 18+
Severe,English,hateful,Adults 18+
Severe,Filipino,mapagsamantala,Adults 18+
Severe,English,destructive,Adults 18+
Severe,Filipino,manipulahin,Adults 18+
Severe,English,traumatic,Adults 18+
Severe,Filipino,mapang-utak,Adults 18+
Severe,English,heartless,Adults 18+
Severe,Filipino,mapang-hari-harian,Adults 18+
Severe,English,remorseless killing,Adults 18+
Severe,Filipino,mapanira ng puri,Adults 18+
Severe,English,sadistic punishment,Adults 18+
Severe,Filipino,mapanlinlang,Adults 18+
Severe,English,darkness,Adults 18+
Severe,Filipino,nanlalamang,Adults 18+
Severe,English,execution squad,Adults 18+
Severe,Filipino,mapang-insulto,Adults 18+
Severe,English,death march,Adults 18+
Severe,Filipino,putangina,Adults 18+
Severe,English,ravager,Adults 18+
Severe,Filipino,ulol,Adults 18+
Severe,English,tyrant,Adults 18+
Severe,Filipino,hinayupak,Adults 18+
Severe,English,despot,Adults 18+
Severe,Filipino,demonyo,Adults 18+
Severe,English,catastrophic,Adults 18+
Severe,Filipino,pugutan,Adults 18+
Severe,English,annihilation,Adults 18+
Severe,Filipino,pahirapan,Adults 18+
Severe,English,vengeful,Adults 18+
Severe,Filipino,gahasa,Adults 18+
Severe,English,relentless,Adults 18+
Severe,Filipino,sirain,Adults 18+
Severe,English,abusive,Adults 18+
Severe,Filipino,orgy,Adults 18+
Severe,English,violent,Adults 18+
Severe,Filipino,penetrasyon,Adults 18+
Severe,English,threatening,Adults 18+
Severe,Filipino,pornograpiko,Adults 18+
Severe,English,vicious,Adults 18+
Severe,Filipino,tsupa,Adults 18+
Severe,English,cruel,Adults 18+
Severe,Filipino,pokpok,Adults 18+
Severe,English,hateful,Adults 18+
Severe,Filipino,malaswa,Adults 18+
Severe,English,malicious,Adults 18+
Severe,Filipino,tarantado,Adults 18+
Severe,English,spiteful,Adults 18+
Severe,Filipino,kanto,Adults 18+
Severe,English,vindictive,Adults 18+
Severe,Filipino,pagpugot,Adults 18+
Severe,English,exploitative,Adults 18+
Severe,Filipino,madugo,Adults 18+
Severe,English,deceptive,Adults 18+
Severe,Filipino,talamak,Adults 18+
Severe,English,manipulative,Adults 18+
Severe,Filipino,katayan,Adults 18+
Severe,English,controlling,Adults 18+
Severe,Filipino,napakasama,Adults 18+
Severe,English,bullying,Adults 18+
Severe,Filipino,hindi makatao,Adults 18+
Severe,English,oppressive,Adults 18+
Severe,Filipino,karumal-dumal,Adults 18+
Severe,English,prejudiced,Adults 18+
Severe,Filipino,paghuhusga,Adults 18+
Severe,English,discriminatory,Adults 18+
Severe,Filipino,manlulupig,Adults 18+
Severe,English,racist,Adults 18+
Severe,Filipino,manipis,Adults 18+
Severe,English,sexist,Adults 18+
Severe,Filipino,paslang,Adults 18+
Severe,English,homophobic,Adults 18+
Severe,Filipino,kriminal,Adults 18+
Severe,English,misogynistic,Adults 18+
Severe,Filipino,patayan,Adults 18+
Severe,English,harassing,Adults 18+
Severe,Filipino,gahasa,Adults 18+
Severe,English,stalking,Adults 18+
Severe,Filipino,manyakis,Adults 18+
Severe,English,intimidating,Adults 18+
Severe,Filipino,mamatay-tao,Adults 18+
Severe,English,demeaning,Adults 18+
Severe,Filipino,siraulo,Adults 18+
Severe,English,humiliating,Adults 18+
Severe,Filipino,sadista,Adults 18+
Severe,English,sadistic,Adults 18+
Severe,Filipino,katampalasanan,Adults 18+
Severe,English,extortionate,Adults 18+
Severe,Filipino,kagaguhan,Adults 18+
Severe,English,coercive,Adults 18+
Severe,Filipino,demonyo,Adults 18+
Severe,English,tyrannical,Adults 18+
Severe,Filipino,sukdulan,Adults 18+
Severe,English,domineering,Adults 18+
Severe,Filipino,alipin,Adults 18+
Severe,English,persecuting,Adults 18+
Severe,Filipino,malupit,Adults 18+
Severe,English,terrorizing,Adults 18+
Severe,Filipino,katusuhan,Adults 18+
Severe,English,insulting,Adults 18+
Severe,Filipino,katampalasan,Adults 18+
Severe,English,derogatory,Adults 18+
Severe,Filipino,kabuktutan,Adults 18+
Severe,English,belittling,Adults 18+
Severe,Filipino,kalapastangan,Adults 18+
Severe,English,defamatory,Adults 18+
Severe,Filipino,kaguluhan,Adults 18+
Severe,English,slanderous,Adults 18+
Severe,Filipino,madilim,Adults 18+
Severe,English,libelous,Adults 18+
Severe,Filipino,kasuklam-suklam,Adults 18+
Severe,English,exploitative,Adults 18+
Severe,Filipino,suklam,Adults 18+
Severe,English,oppressive,Adults 18+
Severe,Filipino,poot,Adults 18+
Severe,English,contemptuous,Adults 18+
Severe,Filipino,kabuktutan,Adults 18+
Severe,English,antagonistic,Adults 18+
Severe,Filipino,kaaway,Adults 18+
Severe,English,malevolent,Adults 18+
Severe,Filipino,pasakit,Adults 18+
Severe,English,unethical,Adults 18+
Severe,Filipino,kaguluhan,Adults 18+
Severe,English,immoral,Adults 18+
Severe,Filipino,madugo,Adults 18+
Severe,English,criminal,Adults 18+
Severe,Filipino,pangungutya,Adults 18+
Severe,English,predatory,Adults 18+
Severe,Filipino,pagpapahirap,Adults 18+
Severe,English,unforgiving,Adults 18+
Severe,Filipino,pagpatay,Adults 18+
Severe,English,vengeful,Adults 18+
Severe,Filipino,kasamaan,Adults 18+
Severe,English,scornful,Adults 18+
Severe,Filipino,mananakit,Adults 18+
Severe,English,destructive,Adults 18+
Severe,Filipino,manggagahasa,Adults 18+
Severe,English,nefarious,Adults 18+
Severe,Filipino,pangangalunya,Adults 18+
Severe,English,brutal,Adults 18+
Severe,Filipino,sadista,Adults 18+
Severe,English,inhumane,Adults 18+
Severe,Filipino,mapanghamak,Adults 18+
Severe,English,barbaric,Adults 18+
Severe,Filipino,malupit,Adults 18+
Severe,English,sadistic,Adults 18+
Severe,Filipino,siraulo,Adults 18+
Severe,English,tyrannical,Adults 18+
Severe,Filipino,kriminal,Adults 18+
Severe,English,extortionate,Adults 18+
Severe,Filipino,kataksilan,Adults 18+
Severe,English,malignant,Adults 18+
Severe,Filipino,panloloko,Adults 18+
Severe,English,heinous,Adults 18+
Severe,Filipino,mang-aalipin,Adults 18+
Severe,English,atrocious,Adults 18+
Severe,Filipino,gulo,Adults 18+
Severe,English,abhorrent,Adults 18+
Severe,Filipino,krisis,Adults 18+
Severe,English,dastardly,Adults 18+
Severe,Filipino,kalaswaan,Adults 18+
Severe,English,loathsome,Adults 18+
Severe,Filipino,pagdurusa,Adults 18+
Severe,English,depraved,Adults 18+
Severe,Filipino,karuwagan,Adults 18+
Severe,English,repugnant,Adults 18+
Severe,Filipino,kalapastangan,Adults 18+
Severe,English,gruesome,Adults 18+
Severe,Filipino,katampalasanan,Adults 18+
Severe,English,bloodthirsty,Adults 18+
Severe,Filipino,pang-aabuso,Adults 18+
Severe,English,merciless,Adults 18+
Severe,Filipino,siraulo,Adults 18+
Severe,English,relentless,Adults 18+
Severe,Filipino,pagpatay sa puri,Adults 18+
Severe,English,remorseless,Adults 18+
Severe,Filipino,pagpatay ng inosente,Adults 18+
Severe,English,inhumane,Adults 18+
Severe,Filipino,kaguluhan,Adults 18+
Severe,English,bestial,Adults 18+
Severe,Filipino,kadiliman,Adults 18+
Severe,English,fiendish,Adults 18+
Severe,Filipino,pag-aalipusta,Adults 18+
Severe,English,diabolical,Adults 18+
Severe,Filipino,kasakiman,Adults 18+
Severe,English,malevolent,Adults 18+
Severe,Filipino,kriminalidad,Adults 18+
Severe,English,unspeakable,Adults 18+
Severe,Filipino,kalokohan,Adults 18+
Severe,English,abominable,Adults 18+
Severe,Filipino,walang awa,Adults 18+
Severe,English,monstrous,Adults 18+
Severe,Filipino,pang-iinsulto,Adults 18+
Severe,English,vile,Adults 18+
Severe,Filipino,karumal-dumal na krimen,Adults 18+
Severe,English,abhorrent,Adults 18+
Severe,Filipino,kaguluhan,Adults 18+
Severe,English,horrific,Adults 18+
Severe,Filipino,karuwagan,Adults 18+
Severe,English,nightmarish,Adults 18+
Severe,Filipino,pananakit,Adults 18+
Severe,English,traumatizing,Adults 18+
Severe,Filipino,sadistang gawain,Adults 18+
Severe,English,psychopathic,Adults 18+
Severe,Filipino,pagkawasak,Adults 18+
Severe,English,sociopathic,Adults 18+
Severe,Filipino,trahedya,Adults 18+
Severe,English,cynical,Adults 18+
Severe,Filipino,pag-aalipusta sa inosente,Adults 18+
Severe,English,twisted,Adults 18+
Severe,Filipino,kalupitan,Adults 18+
Severe,English,perverse,Adults 18+
Severe,Filipino,kataksilan,Adults 18+
Severe,English,inhumane,Adults 18+
Severe,Filipino,pang-aabuso sa kapangyarihan,Adults 18+
Severe,English,sadistic,Adults 18+
Severe,Filipino,kasamaan,Adults 18+
Severe,English,abusive,Adults 18+
Severe,Filipino,pang-aalipin,Adults 18+
Severe,English,violent,Adults 18+
Severe,Filipino,mapang-abuso,Adults 18+
Severe,English,threatening,Adults 18+
Severe,Filipino,mapang-api,Adults 18+
Severe,English,vicious,Adults 18+
Severe,Filipino,nananakit,Adults 18+
